gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
female,spring,barat,eastern,kurti + plazo,flats,earrings,maroon,chiffon,16194
male,winter,barat,eastern,kurta + waistcoat,khussa,watch,maroon,leather,15912
male,autumn,mehndi,western,light jacket + chinos,sneakers,belt,yellow,linen,15857
female,winter,eid,eastern,kurta + shawl,sandals,handbag,pastel,denim,13079
male,summer,mehndi,western,t shirt + shorts,boots,belt,yellow,cotton,8709
female,winter,barat,western,sweater + jeans,heels,handbag,maroon,wool,17998
male,spring,walima,western,t shirt + joggers,sneakers,belt,white,cotton,19938
male,summer,office,western,hawaiian shirt + chinos,boots,belt + cap,brown,cotton,18765
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt,red,denim,11092
male,winter,mehndi,western,turtle neck + jeans,sneakers,watch + belt,orange,leather,5493
male,winter,office,western,turtle neck + jeans,boots,watch,purple,denim,1783
male,winter,casual,western,hoodie + jeans,sneakers,belt,orange,wool,15276
male,autumn,eid,western,shirt + jeans,formal shoes,watch + belt,pastel,linen,5001
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,cap + watch,white,denim,14609
female,spring,casual,western,dress shirt + pants,heels,necklace,black,chiffon,4756
female,spring,walima,eastern,kurti + plazo,sandals,earrings + bracelet,silver,cotton,11688
female,winter,casual,western,sweater + jeans,boots,necklace,orange,leather,12184
male,spring,eid,western,t shirt + joggers,sneakers,belt + cap,white,cotton,6926
male,summer,walima,eastern,kurta + pajama,khussa,cap + belt,white,cotton,17561
male,winter,wedding,eastern,shalwar kameez + shawl,peshawari chappal,cap,red,wool,2619
male,summer,eid,eastern,shalwar kameez,khussa,cap,pastel,cotton,6715
female,summer,mehndi,western,t shirt + skirt,boots,necklace + handbag,green,cotton,17383
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,watch + cap,gold,denim,15013
male,spring,eid,western,blazer + jeans,boots,cap,pastel,cotton,15877
female,summer,eid,western,top + baggy jeans,heels,bracelet,pastel,lawn,11711
male,summer,walima,western,t shirt + jeans,boots,watch,silver,lawn,13124
male,winter,wedding,western,jacket + jeans,boots,watch,gold,leather,9993
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt + watch,brown,denim,1971
female,autumn,barat,eastern,kurti + trouser,flats,bracelet,maroon,denim,3174
male,autumn,office,western,light jacket + chinos,formal shoes,belt + cap,purple,linen,14756
male,spring,barat,eastern,kurta + pajama,khussa,belt + watch,maroon,cotton,14410
male,summer,wedding,eastern,kurta + pajama,khussa,belt + watch,gold,cotton,16236
female,winter,eid,eastern,long frock + coat,flats,handbag,white,leather,17279
female,autumn,barat,eastern,kurti + trouser,sandals,bracelet,maroon,denim,1338
female,spring,office,eastern,kurti + plazo,flats,handbag,orange,cotton,11977
female,summer,walima,western,top + baggy jeans,sandals,necklace + handbag,silver,linen,12856
female,winter,casual,western,hoodie + baggy jeans,sneakers,necklace + handbag,orange,leather,9180
male,spring,wedding,eastern,kurta + pajama,peshawari chappal,cap + belt,maroon,cotton,2645
female,summer,barat,western,dress,sandals,handbag,maroon,linen,19769
female,summer,walima,eastern,kurti + trouser,khussa,necklace + handbag,silver,lawn,7585
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap,silver,denim,1923
male,winter,walima,eastern,shalwar kameez + shawl,peshawari chappal,belt,white,leather,14075
male,summer,christmas,eastern,shalwar kameez,peshawari chappal,belt,green,lawn,15303
male,autumn,casual,western,light jacket + chinos,boots,watch,purple,linen,12124
male,spring,eid,eastern,kurta + pajama,peshawari chappal,belt,white,cotton,2718
female,summer,casual,eastern,long frock + tights,sandals,handbag + earrings,gold,lawn,17648
female,winter,walima,western,turtle neck + coat,heels,bracelet,silver,wool,12109
male,spring,christmas,western,dress shirt + chinos,loafers,cap,green,cotton,7804
male,spring,walima,eastern,kurta + pajama,khussa,belt,silver,cotton,1174
female,autumn,office,eastern,kurti + trouser,khussa,handbag,brown,linen,7472
male,autumn,office,eastern,kurta + waistcoat,khussa,belt,brown,denim,11476
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,watch + cap,orange,cotton,19178
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,watch,red,linen,10259
female,summer,barat,western,t shirt + skirt,heels,earrings,gold,linen,1257
male,winter,office,western,sweatshirt + joggers,sneakers,watch + belt,maroon,leather,8289
male,autumn,mehndi,western,shirt + jeans,loafers,watch,orange,linen,19675
female,autumn,casual,eastern,kurti + trouser,flats,bracelet,gold,denim,9316
female,summer,office,eastern,long frock + tights,sandals,handbag,gold,lawn,12538
male,summer,office,eastern,kurta + pajama,peshawari chappal,cap,white,linen,5815
male,summer,office,western,t shirt + jeans,loafers,cap,white,linen,8168
male,summer,barat,western,hawaiian shirt + chinos,formal shoes,cap,red,linen,10847
male,autumn,mehndi,western,light jacket + chinos,formal shoes,cap,green,linen,11270
female,spring,eid,eastern,kurti + plazo,flats,handbag,white,cotton,8930
female,summer,walima,eastern,kurti + trouser,khussa,earrings + handbag,silver,lawn,19351
female,winter,walima,eastern,kurta + shawl,khussa,bracelet,silver,denim,5876
female,summer,eid,western,t shirt + skirt,sneakers,necklace + bracelet,pastel,lawn,7046
male,winter,barat,western,turtle neck + jeans,formal shoes,belt,maroon,denim,12190
male,winter,mehndi,eastern,shalwar kameez + shawl,peshawari chappal,cap,yellow,wool,13180
male,winter,casual,western,turtle neck + jeans,formal shoes,watch + cap,purple,leather,13499
male,winter,eid,western,hoodie + jeans,loafers,cap,white,leather,6453
male,winter,wedding,eastern,kurta + waistcoat,peshawari chappal,cap + watch,maroon,wool,16914
female,winter,walima,western,hoodie + baggy jeans,sandals,necklace + bracelet,silver,denim,19372
female,spring,christmas,western,top + jeans,sneakers,necklace,green,cotton,1221
female,summer,barat,western,dress,sandals,earrings + necklace,red,lawn,5078
female,winter,walima,western,sweater + jeans,boots,bracelet,white,leather,17903
female,autumn,casual,eastern,kurti + trouser,sandals,handbag + earrings,yellow,denim,12852
male,autumn,casual,western,light jacket + chinos,sneakers,cap,blue,denim,4226
male,summer,walima,western,t shirt + jeans,boots,watch + cap,white,cotton,17318
male,spring,casual,eastern,kurta + pajama,peshawari chappal,belt,green,chiffon,11724
female,autumn,casual,eastern,kurti + trouser,flats,earrings,maroon,denim,7538
female,spring,christmas,eastern,kurti + plazo,sandals,earrings,red,cotton,12507
male,spring,walima,western,t shirt + joggers,formal shoes,belt + cap,silver,chiffon,9370
male,summer,eid,western,t shirt + shorts,loafers,belt + watch,white,lawn,1708
male,autumn,barat,western,light jacket + chinos,boots,belt,gold,linen,6308
female,autumn,eid,western,light jacket + top + jeans,heels,necklace,white,denim,15247
female,winter,walima,eastern,long frock + coat,khussa,handbag,silver,leather,10286
female,autumn,wedding,eastern,kurti + trouser,khussa,handbag + earrings,maroon,denim,19768
male,autumn,wedding,western,light jacket + chinos,formal shoes,cap,maroon,denim,1875
male,summer,casual,western,t shirt + shorts,boots,belt,orange,linen,10947
female,autumn,barat,eastern,kurti + trouser,flats,handbag + necklace,gold,linen,9515
female,spring,walima,eastern,kurti + plazo,khussa,earrings,white,cotton,14699
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,earrings + bracelet,green,denim,10072
female,winter,walima,eastern,long frock + coat,sandals,handbag,silver,leather,15927
female,spring,walima,eastern,kurti + plazo,flats,handbag + necklace,silver,cotton,5494
female,winter,casual,eastern,long frock + coat,flats,necklace,white,wool,16015
female,winter,mehndi,western,hoodie + baggy jeans,heels,handbag + necklace,green,leather,19061
male,spring,office,western,dress shirt + chinos,loafers,belt,purple,chiffon,9073
female,winter,eid,eastern,long frock + coat,sandals,necklace,white,leather,12714
female,spring,wedding,eastern,kurti + plazo,flats,bracelet + earrings,maroon,chiffon,14391
female,summer,eid,eastern,kurti + trouser,flats,bracelet,pastel,linen,15482
male,winter,barat,western,jacket + jeans,loafers,cap,red,denim,10307
male,winter,walima,western,hoodie + jeans,boots,cap,white,wool,12401
male,spring,casual,eastern,kurta + pajama,khussa,watch,maroon,chiffon,8765
male,autumn,barat,western,light jacket + chinos,sneakers,belt,maroon,linen,17009
female,autumn,barat,western,light jacket + top + jeans,boots,necklace + earrings,gold,denim,14981
male,winter,walima,eastern,kurta + waistcoat,peshawari chappal,watch + cap,silver,leather,4904
female,spring,walima,western,top + jeans,sandals,handbag,silver,cotton,5921
male,summer,walima,eastern,shalwar kameez,khussa,cap + belt,white,linen,19425
female,summer,wedding,eastern,short frock + plazo,sandals,bracelet,red,linen,18917
male,winter,mehndi,western,hoodie + jeans,boots,cap,green,denim,15616
female,autumn,wedding,western,light jacket + top + jeans,boots,bracelet,red,linen,14909
male,winter,mehndi,eastern,kurta + waistcoat,khussa,cap,green,leather,13335
male,spring,barat,eastern,kurta + pajama,peshawari chappal,belt + cap,red,cotton,2474
male,spring,christmas,eastern,kurta + pajama,khussa,cap + watch,green,cotton,15531
male,spring,barat,western,dress shirt + chinos,sneakers,cap,maroon,cotton,2301
female,autumn,wedding,eastern,kurti + trouser,khussa,handbag,red,linen,18020
female,winter,eid,western,turtle neck + coat,sandals,earrings,white,denim,8194
female,summer,casual,western,dress,sneakers,bracelet,beige,linen,9327
female,winter,office,eastern,kurta + shawl,flats,bracelet + earrings,black,leather,7544
female,spring,barat,eastern,kurti + plazo,flats,necklace,red,chiffon,12523
female,autumn,barat,western,light jacket + top + jeans,sandals,necklace + bracelet,maroon,linen,4799
female,summer,mehndi,eastern,long frock + tights,sandals,bracelet,green,linen,15633
male,spring,christmas,eastern,kurta + pajama,khussa,watch,red,cotton,16246
male,spring,barat,western,blazer + jeans,loafers,cap,gold,cotton,11388
male,winter,mehndi,western,hoodie + jeans,sneakers,watch + belt,orange,denim,13951
female,winter,walima,eastern,kurta + shawl,flats,handbag + necklace,silver,wool,4758
male,winter,barat,western,jacket + jeans,formal shoes,belt,maroon,wool,3262
male,winter,wedding,western,turtle neck + jeans,formal shoes,cap + belt,red,wool,7110
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt,orange,denim,1752
male,spring,office,western,t shirt + joggers,loafers,cap,navy,cotton,1925
female,winter,casual,eastern,long frock + coat,flats,handbag + bracelet,green,wool,4623
female,autumn,walima,western,light jacket + top + jeans,boots,earrings,white,denim,11664
male,spring,eid,eastern,kurta + pajama,khussa,watch + belt,pastel,chiffon,13267
male,summer,walima,eastern,shalwar kameez,peshawari chappal,watch + belt,silver,lawn,17308
male,summer,mehndi,eastern,kurta + pajama,peshawari chappal,belt,yellow,cotton,13632
male,spring,mehndi,western,t shirt + joggers,loafers,cap + belt,green,chiffon,10904
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,earrings,green,linen,4687
male,winter,christmas,western,turtle neck + jeans,sneakers,belt,red,denim,5368
female,summer,eid,western,t shirt + skirt,boots,earrings + handbag,pastel,linen,5861
female,spring,eid,eastern,kurti + plazo,flats,necklace,white,cotton,4522
female,spring,christmas,eastern,kurti + plazo,sandals,necklace,red,cotton,18531
female,spring,barat,western,dress shirt + pants,sneakers,handbag + bracelet,gold,chiffon,5635
male,summer,office,eastern,shalwar kameez,peshawari chappal,belt,pink,cotton,18423
male,summer,office,western,t shirt + shorts,boots,cap + watch,yellow,cotton,9242
male,summer,eid,western,t shirt + shorts,boots,belt,pastel,cotton,13272
female,summer,casual,western,dress,heels,earrings,brown,cotton,11743
female,summer,barat,eastern,short frock + plazo,sandals,bracelet,maroon,lawn,15095
female,winter,casual,eastern,long frock + coat,flats,earrings,gold,leather,10663
male,summer,casual,eastern,shalwar kameez,peshawari chappal,watch + cap,green,cotton,5784
female,summer,office,western,top + baggy jeans,heels,earrings,beige,cotton,2486
male,winter,mehndi,western,turtle neck + jeans,boots,watch + cap,orange,leather,16793
male,winter,walima,western,jacket + jeans,boots,watch,white,wool,4876
female,spring,walima,eastern,kurti + plazo,sandals,handbag,white,chiffon,9125
male,autumn,office,western,shirt + jeans,loafers,belt,beige,linen,4757
male,spring,office,western,blazer + jeans,formal shoes,belt,maroon,chiffon,7110
female,summer,barat,eastern,short frock + plazo,khussa,handbag + necklace,red,lawn,9120
male,spring,walima,western,t shirt + joggers,boots,belt + watch,silver,chiffon,13480
male,summer,walima,western,t shirt + jeans,loafers,watch,silver,lawn,16743
female,spring,barat,eastern,kurti + plazo,sandals,earrings + necklace,gold,chiffon,3936
female,spring,mehndi,western,dress shirt + pants,boots,necklace + handbag,orange,cotton,19879
male,spring,wedding,eastern,kurta + pajama,khussa,cap,red,chiffon,12306
female,winter,christmas,eastern,kurta + shawl,flats,necklace,red,leather,1499
female,winter,wedding,eastern,long frock + coat,flats,necklace + bracelet,red,leather,5553
male,autumn,casual,eastern,kurta + waistcoat,khussa,cap + belt,white,linen,12400
female,autumn,office,western,light jacket + top + jeans,sandals,handbag,maroon,linen,9079
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,cap + watch,green,cotton,7934
female,spring,casual,western,top + jeans,boots,bracelet + handbag,maroon,cotton,6289
male,summer,wedding,western,t shirt + jeans,loafers,belt + watch,red,lawn,13104
female,spring,barat,western,top + jeans,boots,earrings + necklace,red,chiffon,2577
male,summer,walima,western,hawaiian shirt + chinos,boots,belt + watch,silver,linen,5422
female,winter,office,western,hoodie + baggy jeans,sandals,necklace,green,leather,9134
female,summer,christmas,eastern,kurti + trouser,khussa,earrings + bracelet,green,linen,8081
female,spring,barat,western,dress shirt + pants,boots,necklace + earrings,gold,cotton,6660
female,autumn,christmas,eastern,kurti + trouser,sandals,bracelet,red,linen,14105
male,summer,walima,western,t shirt + jeans,boots,cap,white,cotton,7014
female,autumn,walima,western,light jacket + top + jeans,sandals,bracelet,white,linen,15414
male,spring,eid,eastern,kurta + pajama,khussa,cap + belt,pastel,chiffon,15103
female,winter,wedding,western,hoodie + baggy jeans,sandals,bracelet,maroon,leather,4043
male,spring,walima,western,t shirt + joggers,sneakers,cap + watch,white,chiffon,10751
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,watch + belt,pastel,denim,1087
male,summer,mehndi,western,hawaiian shirt + chinos,loafers,watch,yellow,linen,5956
female,winter,barat,eastern,kurta + shawl,khussa,handbag + earrings,red,denim,8272
female,spring,barat,eastern,kurti + plazo,flats,handbag,red,chiffon,4283
female,autumn,eid,western,light jacket + top + jeans,heels,handbag,pastel,linen,6361
female,spring,mehndi,western,dress shirt + pants,heels,handbag,orange,cotton,19631
male,spring,eid,western,t shirt + joggers,formal shoes,belt + watch,pastel,cotton,7408
female,winter,eid,eastern,long frock + coat,flats,handbag + necklace,white,wool,9959
female,winter,walima,western,turtle neck + coat,sneakers,bracelet,silver,leather,14656
female,autumn,christmas,eastern,kurti + trouser,sandals,earrings,red,linen,5414
female,winter,christmas,eastern,kurta + shawl,khussa,earrings,red,denim,3860
female,summer,eid,eastern,long frock + tights,flats,bracelet,white,lawn,3015
male,winter,barat,eastern,kurta + waistcoat,khussa,belt + cap,maroon,denim,14813
